Date,Store,Product,Category,Units_Sold,Unit_Price,Revenue,Promotion,Holiday,Temperature,Region
2022-05-08,Store_A,Laptop,Electronics,69,15000,1035000,No,Yes,20,Gauteng
2022-05-08,Store_A,Phone,Electronics,60,12000,720000,No,No,34,Gauteng
2022-05-08,Store_A,TV,Electronics,92,9000,828000,Yes,No,18,KZN
2022-05-08,Store_A,Tablet,Electronics,79,7000,553000,Yes,No,25,Gauteng
2022-05-08,Store_A,Headphones,Accessories,41,800,32800,No,No,21,Free State
2022-05-08,Store_A,Keyboard,Accessories,56,600,33600,No,Yes,20,Western Cape
2022-05-08,Store_B,Laptop,Electronics,43,15000,645000,No,No,24,Free State
2022-05-08,Store_B,Phone,Electronics,33,12000,396000,No,No,28,Gauteng
2022-05-08,Store_B,TV,Electronics,56,9000,504000,No,No,18,Western Cape
2022-05-08,Store_B,Tablet,Electronics,88,7000,616000,No,No,22,Free State
2022-05-08,Store_B,Headphones,Accessories,30,800,24000,No,No,20,KZN
2022-05-08,Store_B,Keyboard,Accessories,29,600,17400,No,No,33,Gauteng
2022-05-08,Store_C,Laptop,Electronics,77,15000,1155000,No,No,26,KZN
2022-05-08,Store_C,Phone,Electronics,59,12000,708000,No,No,24,Gauteng
2022-05-08,Store_C,TV,Electronics,67,9000,603000,No,No,21,Gauteng
2022-05-08,Store_C,Tablet,Electronics,90,7000,630000,Yes,No,18,Gauteng
2022-05-08,Store_C,Headphones,Accessories,32,800,25600,No,No,33,Western Cape
2022-05-08,Store_C,Keyboard,Accessories,41,600,24600,Yes,No,32,Gauteng
2022-05-08,Store_D,Laptop,Electronics,106,15000,1590000,Yes,No,26,Free State
2022-05-08,Store_D,Phone,Electronics,41,12000,492000,Yes,No,23,Western Cape
2022-05-08,Store_D,TV,Electronics,53,9000,477000,Yes,No,35,Gauteng
2022-05-08,Store_D,Tablet,Electronics,82,7000,574000,No,No,34,Western Cape
2022-05-08,Store_D,Headphones,Accessories,37,800,29600,No,No,21,Western Cape
2022-05-08,Store_D,Keyboard,Accessories,27,600,16200,No,No,18,KZN
2022-05-09,Store_A,Laptop,Electronics,33,15000,495000,No,No,33,KZN
2022-05-09,Store_A,Phone,Electronics,26,12000,312000,No,No,33,Western Cape
2022-05-09,Store_A,TV,Electronics,79,9000,711000,No,No,33,Free State
2022-05-09,Store_A,Tablet,Electronics,21,7000,147000,No,No,30,Western Cape
2022-05-09,Store_A,Headphones,Accessories,36,800,28800,No,No,33,Gauteng
2022-05-09,Store_A,Keyboard,Accessories,38,600,22800,No,No,30,Free State
2022-05-09,Store_B,Laptop,Electronics,70,15000,1050000,No,No,26,KZN
2022-05-09,Store_B,Phone,Electronics,68,12000,816000,No,No,23,Free State
2022-05-09,Store_B,TV,Electronics,22,9000,198000,No,No,30,Western Cape
2022-05-09,Store_B,Tablet,Electronics,32,7000,224000,No,No,31,KZN
2022-05-09,Store_B,Headphones,Accessories,57,800,45600,Yes,No,33,Gauteng
2022-05-09,Store_B,Keyboard,Accessories,19,600,11400,No,No,24,Gauteng
2022-05-09,Store_C,Laptop,Electronics,22,15000,330000,No,No,33,Western Cape
2022-05-09,Store_C,Phone,Electronics,31,12000,372000,No,No,30,KZN
2022-05-09,Store_C,TV,Electronics,49,9000,441000,Yes,No,29,Gauteng
2022-05-09,Store_C,Tablet,Electronics,18,7000,126000,No,No,30,Western Cape
2022-05-09,Store_C,Headphones,Accessories,79,800,63200,No,No,18,Free State
2022-05-09,Store_C,Keyboard,Accessories,15,600,9000,No,No,27,Free State
2022-05-09,Store_D,Laptop,Electronics,77,15000,1155000,No,No,35,Free State
2022-05-09,Store_D,Phone,Electronics,65,12000,780000,Yes,No,18,Western Cape
2022-05-09,Store_D,TV,Electronics,10,9000,90000,No,No,31,Western Cape
2022-05-09,Store_D,Tablet,Electronics,32,7000,224000,No,No,19,Western Cape
2022-05-09,Store_D,Headphones,Accessories,83,800,66400,Yes,No,20,Western Cape
2022-05-09,Store_D,Keyboard,Accessories,14,600,8400,No,No,24,Western Cape
2022-05-10,Store_A,Laptop,Electronics,59,15000,885000,No,No,29,Gauteng
2022-05-10,Store_A,Phone,Electronics,23,12000,276000,No,No,18,KZN
2022-05-10,Store_A,TV,Electronics,66,9000,594000,No,No,29,Western Cape
2022-05-10,Store_A,Tablet,Electronics,79,7000,553000,No,No,28,Free State
2022-05-10,Store_A,Headphones,Accessories,43,800,34400,No,No,34,Free State
2022-05-10,Store_A,Keyboard,Accessories,14,600,8400,No,No,19,Free State
2022-05-10,Store_B,Laptop,Electronics,34,15000,510000,No,No,31,KZN
2022-05-10,Store_B,Phone,Electronics,32,12000,384000,No,No,19,Free State
2022-05-10,Store_B,TV,Electronics,38,9000,342000,No,No,24,Gauteng
2022-05-10,Store_B,Tablet,Electronics,94,7000,658000,Yes,No,23,Gauteng
2022-05-10,Store_B,Headphones,Accessories,58,800,46400,No,No,27,Gauteng
2022-05-10,Store_B,Keyboard,Accessories,30,600,18000,Yes,No,32,Free State
2022-05-10,Store_C,Laptop,Electronics,49,15000,735000,No,No,34,Free State
2022-05-10,Store_C,Phone,Electronics,53,12000,636000,No,No,33,Gauteng
2022-05-10,Store_C,TV,Electronics,42,9000,378000,Yes,No,22,Western Cape
2022-05-10,Store_C,Tablet,Electronics,48,7000,336000,No,No,30,Gauteng
2022-05-10,Store_C,Headphones,Accessories,61,800,48800,No,No,27,Western Cape
2022-05-10,Store_C,Keyboard,Accessories,37,600,22200,No,No,19,Western Cape
2022-05-10,Store_D,Laptop,Electronics,26,15000,390000,No,No,35,Western Cape
2022-05-10,Store_D,Phone,Electronics,46,12000,552000,No,No,20,Gauteng
2022-05-10,Store_D,TV,Electronics,42,9000,378000,No,No,34,Gauteng
2022-05-10,Store_D,Tablet,Electronics,52,7000,364000,No,No,30,Free State
2022-05-10,Store_D,Headphones,Accessories,72,800,57600,No,No,21,KZN
2022-05-10,Store_D,Keyboard,Accessories,52,600,31200,No,No,22,Gauteng
2022-05-11,Store_A,Laptop,Electronics,74,15000,1110000,No,No,30,KZN
2022-05-11,Store_A,Phone,Electronics,19,12000,228000,No,No,33,Free State
2022-05-11,Store_A,TV,Electronics,39,9000,351000,Yes,No,25,KZN
2022-05-11,Store_A,Tablet,Electronics,48,7000,336000,No,No,35,Western Cape
2022-05-11,Store_A,Headphones,Accessories,37,800,29600,No,No,29,Free State
2022-05-11,Store_A,Keyboard,Accessories,75,600,45000,Yes,No,26,KZN
2022-05-11,Store_B,Laptop,Electronics,58,15000,870000,No,No,24,Western Cape
2022-05-11,Store_B,Phone,Electronics,29,12000,348000,No,No,20,Western Cape
2022-05-11,Store_B,TV,Electronics,75,9000,675000,No,No,34,Free State
2022-05-11,Store_B,Tablet,Electronics,75,7000,525000,Yes,No,30,Free State
2022-05-11,Store_B,Headphones,Accessories,76,800,60800,No,No,28,KZN
2022-05-11,Store_B,Keyboard,Accessories,73,600,43800,No,No,22,KZN
2022-05-11,Store_C,Laptop,Electronics,50,15000,750000,No,No,25,Gauteng
2022-05-11,Store_C,Phone,Electronics,76,12000,912000,Yes,No,29,Free State
2022-05-11,Store_C,TV,Electronics,58,9000,522000,No,No,25,KZN
2022-05-11,Store_C,Tablet,Electronics,51,7000,357000,Yes,No,18,Free State
2022-05-11,Store_C,Headphones,Accessories,93,800,74400,Yes,Yes,18,Free State
2022-05-11,Store_C,Keyboard,Accessories,47,600,28200,Yes,No,32,Free State
2022-05-11,Store_D,Laptop,Electronics,35,15000,525000,No,No,29,Western Cape
2022-05-11,Store_D,Phone,Electronics,61,12000,732000,No,No,30,Free State
2022-05-11,Store_D,TV,Electronics,53,9000,477000,No,No,33,Free State
2022-05-11,Store_D,Tablet,Electronics,97,7000,679000,Yes,No,29,Free State
2022-05-11,Store_D,Headphones,Accessories,82,800,65600,Yes,No,25,Free State
2022-05-11,Store_D,Keyboard,Accessories,53,600,31800,Yes,No,31,Free State
2022-05-12,Store_A,Laptop,Electronics,38,15000,570000,No,No,18,KZN
2022-05-12,Store_A,Phone,Electronics,26,12000,312000,No,No,30,Free State
2022-05-12,Store_A,TV,Electronics,62,9000,558000,Yes,No,31,Gauteng
2022-05-12,Store_A,Tablet,Electronics,38,7000,266000,No,No,19,Gauteng
2022-05-12,Store_A,Headphones,Accessories,76,800,60800,No,No,33,Free State
2022-05-12,Store_A,Keyboard,Accessories,13,600,7800,No,No,18,Free State
2022-05-12,Store_B,Laptop,Electronics,59,15000,885000,Yes,Yes,24,KZN
2022-05-12,Store_B,Phone,Electronics,58,12000,696000,Yes,No,23,Free State
2022-05-12,Store_B,TV,Electronics,77,9000,693000,Yes,No,31,Gauteng
2022-05-12,Store_B,Tablet,Electronics,21,7000,147000,No,No,25,KZN
2022-05-12,Store_B,Headphones,Accessories,78,800,62400,No,No,22,KZN
2022-05-12,Store_B,Keyboard,Accessories,52,600,31200,No,No,24,Western Cape
2022-05-12,Store_C,Laptop,Electronics,70,15000,1050000,Yes,Yes,30,Free State
2022-05-12,Store_C,Phone,Electronics,22,12000,264000,No,No,28,Free State
2022-05-12,Store_C,TV,Electronics,41,9000,369000,No,No,25,KZN
2022-05-12,Store_C,Tablet,Electronics,10,7000,70000,No,No,18,Gauteng
2022-05-12,Store_C,Headphones,Accessories,10,800,8000,No,No,20,Gauteng
2022-05-12,Store_C,Keyboard,Accessories,63,600,37800,No,No,30,Free State
2022-05-12,Store_D,Laptop,Electronics,22,15000,330000,No,No,31,Free State
2022-05-12,Store_D,Phone,Electronics,91,12000,1092000,Yes,No,22,KZN
2022-05-12,Store_D,TV,Electronics,42,9000,378000,No,No,23,Free State
2022-05-12,Store_D,Tablet,Electronics,24,7000,168000,No,No,34,Western Cape
2022-05-12,Store_D,Headphones,Accessories,32,800,25600,No,No,18,Gauteng
2022-05-12,Store_D,Keyboard,Accessories,40,600,24000,Yes,No,32,Gauteng
2022-05-13,Store_A,Laptop,Electronics,77,15000,1155000,No,No,26,KZN
2022-05-13,Store_A,Phone,Electronics,70,12000,840000,No,No,27,Western Cape
2022-05-13,Store_A,TV,Electronics,33,9000,297000,Yes,No,28,Western Cape
2022-05-13,Store_A,Tablet,Electronics,11,7000,77000,No,No,27,KZN
2022-05-13,Store_A,Headphones,Accessories,12,800,9600,No,No,24,Gauteng
2022-05-13,Store_A,Keyboard,Accessories,10,600,6000,No,No,23,Western Cape
2022-05-13,Store_B,Laptop,Electronics,42,15000,630000,Yes,No,35,Free State
2022-05-13,Store_B,Phone,Electronics,25,12000,300000,No,No,18,Gauteng
2022-05-13,Store_B,TV,Electronics,26,9000,234000,Yes,No,35,Free State
2022-05-13,Store_B,Tablet,Electronics,60,7000,420000,Yes,No,18,KZN
2022-05-13,Store_B,Headphones,Accessories,77,800,61600,No,No,29,Free State
2022-05-13,Store_B,Keyboard,Accessories,117,600,70200,Yes,Yes,33,KZN
2022-05-13,Store_C,Laptop,Electronics,46,15000,690000,No,No,25,Free State
2022-05-13,Store_C,Phone,Electronics,27,12000,324000,No,No,20,Gauteng
2022-05-13,Store_C,TV,Electronics,39,9000,351000,Yes,No,32,Western Cape
2022-05-13,Store_C,Tablet,Electronics,41,7000,287000,No,No,24,Free State
2022-05-13,Store_C,Headphones,Accessories,36,800,28800,No,No,20,Gauteng
2022-05-13,Store_C,Keyboard,Accessories,32,600,19200,No,No,19,Free State
2022-05-13,Store_D,Laptop,Electronics,37,15000,555000,No,No,28,Gauteng
2022-05-13,Store_D,Phone,Electronics,43,12000,516000,No,No,19,Gauteng
2022-05-13,Store_D,TV,Electronics,38,9000,342000,No,No,27,Gauteng
2022-05-13,Store_D,Tablet,Electronics,18,7000,126000,No,No,23,Western Cape
2022-05-13,Store_D,Headphones,Accessories,77,800,61600,No,No,34,Free State
2022-05-13,Store_D,Keyboard,Accessories,43,600,25800,No,No,18,Free State
2022-05-14,Store_A,Laptop,Electronics,52,15000,780000,No,No,19,Free State
2022-05-14,Store_A,Phone,Electronics,72,12000,864000,No,No,31,Western Cape
2022-05-14,Store_A,TV,Electronics,41,9000,369000,Yes,No,33,Western Cape
2022-05-14,Store_A,Tablet,Electronics,50,7000,350000,Yes,No,35,Gauteng
2022-05-14,Store_A,Headphones,Accessories,56,800,44800,No,No,29,KZN
2022-05-14,Store_A,Keyboard,Accessories,61,600,36600,No,No,30,Western Cape
2022-05-14,Store_B,Laptop,Electronics,83,15000,1245000,No,No,30,Gauteng
2022-05-14,Store_B,Phone,Electronics,74,12000,888000,Yes,No,23,Western Cape
2022-05-14,Store_B,TV,Electronics,53,9000,477000,No,No,24,Gauteng
2022-05-14,Store_B,Tablet,Electronics,76,7000,532000,No,No,30,Free State
2022-05-14,Store_B,Headphones,Accessories,60,800,48000,No,Yes,33,Western Cape
2022-05-14,Store_B,Keyboard,Accessories,68,600,40800,No,Yes,32,KZN
2022-05-14,Store_C,Laptop,Electronics,79,15000,1185000,No,No,30,Free State
2022-05-14,Store_C,Phone,Electronics,83,12000,996000,No,No,21,KZN
2022-05-14,Store_C,TV,Electronics,111,9000,999000,Yes,No,28,KZN
2022-05-14,Store_C,Tablet,Electronics,44,7000,308000,No,No,27,Western Cape
2022-05-14,Store_C,Headphones,Accessories,59,800,47200,No,No,26,Western Cape
2022-05-14,Store_C,Keyboard,Accessories,29,600,17400,No,No,31,Gauteng
2022-05-14,Store_D,Laptop,Electronics,32,15000,480000,No,No,25,Free State
2022-05-14,Store_D,Phone,Electronics,31,12000,372000,No,No,23,Western Cape
2022-05-14,Store_D,TV,Electronics,34,9000,306000,No,No,23,Western Cape
2022-05-14,Store_D,Tablet,Electronics,66,7000,462000,Yes,No,33,KZN
2022-05-14,Store_D,Headphones,Accessories,68,800,54400,No,No,18,KZN
2022-05-14,Store_D,Keyboard,Accessories,68,600,40800,No,No,35,KZN
2022-05-15,Store_A,Laptop,Electronics,56,15000,840000,Yes,No,22,Gauteng
2022-05-15,Store_A,Phone,Electronics,108,12000,1296000,Yes,No,28,Free State
2022-05-15,Store_A,TV,Electronics,50,9000,450000,Yes,No,28,Gauteng
2022-05-15,Store_A,Tablet,Electronics,43,7000,301000,No,No,21,Western Cape
2022-05-15,Store_A,Headphones,Accessories,28,800,22400,No,No,28,Western Cape
2022-05-15,Store_A,Keyboard,Accessories,25,600,15000,No,No,18,KZN
2022-05-15,Store_B,Laptop,Electronics,82,15000,1230000,No,No,21,KZN
2022-05-15,Store_B,Phone,Electronics,74,12000,888000,No,No,31,KZN
2022-05-15,Store_B,TV,Electronics,51,9000,459000,No,No,26,KZN
2022-05-15,Store_B,Tablet,Electronics,104,7000,728000,Yes,No,19,Gauteng
2022-05-15,Store_B,Headphones,Accessories,85,800,68000,Yes,No,20,Western Cape
2022-05-15,Store_B,Keyboard,Accessories,95,600,57000,Yes,No,18,Gauteng
2022-05-15,Store_C,Laptop,Electronics,46,15000,690000,No,No,27,KZN
2022-05-15,Store_C,Phone,Electronics,92,12000,1104000,Yes,Yes,29,KZN
2022-05-15,Store_C,TV,Electronics,78,9000,702000,No,No,26,Gauteng
2022-05-15,Store_C,Tablet,Electronics,111,7000,777000,No,Yes,29,Western Cape
2022-05-15,Store_C,Headphones,Accessories,63,800,50400,No,No,27,Gauteng
2022-05-15,Store_C,Keyboard,Accessories,86,600,51600,Yes,No,19,Western Cape
2022-05-15,Store_D,Laptop,Electronics,88,15000,1320000,No,No,29,Free State
2022-05-15,Store_D,Phone,Electronics,49,12000,588000,No,No,27,KZN
2022-05-15,Store_D,TV,Electronics,44,9000,396000,No,No,18,Free State
2022-05-15,Store_D,Tablet,Electronics,17,7000,119000,No,No,31,Western Cape
2022-05-15,Store_D,Headphones,Accessories,45,800,36000,No,No,32,KZN
2022-05-15,Store_D,Keyboard,Accessories,38,600,22800,No,No,35,Western Cape
2022-05-16,Store_A,Laptop,Electronics,63,15000,945000,Yes,No,33,KZN
2022-05-16,Store_A,Phone,Electronics,15,12000,180000,No,No,29,Gauteng
2022-05-16,Store_A,TV,Electronics,57,9000,513000,No,No,25,Gauteng
2022-05-16,Store_A,Tablet,Electronics,27,7000,189000,No,No,27,Free State
2022-05-16,Store_A,Headphones,Accessories,54,800,43200,No,No,20,KZN
2022-05-16,Store_A,Keyboard,Accessories,11,600,6600,No,No,18,Gauteng
2022-05-16,Store_B,Laptop,Electronics,16,15000,240000,No,No,23,Western Cape
2022-05-16,Store_B,Phone,Electronics,16,12000,192000,No,No,25,Free State
2022-05-16,Store_B,TV,Electronics,25,9000,225000,Yes,No,27,Gauteng
2022-05-16,Store_B,Tablet,Electronics,27,7000,189000,No,No,30,Western Cape
2022-05-16,Store_B,Headphones,Accessories,21,800,16800,No,No,21,Free State
2022-05-16,Store_B,Keyboard,Accessories,82,600,49200,No,Yes,30,KZN
2022-05-16,Store_C,Laptop,Electronics,30,15000,450000,No,No,33,Western Cape
2022-05-16,Store_C,Phone,Electronics,37,12000,444000,No,No,31,Free State
2022-05-16,Store_C,TV,Electronics,76,9000,684000,Yes,No,30,Free State
2022-05-16,Store_C,Tablet,Electronics,50,7000,350000,No,No,20,Gauteng
2022-05-16,Store_C,Headphones,Accessories,92,800,73600,Yes,No,34,Gauteng
2022-05-16,Store_C,Keyboard,Accessories,15,600,9000,No,No,25,KZN
2022-05-16,Store_D,Laptop,Electronics,51,15000,765000,No,No,25,KZN
2022-05-16,Store_D,Phone,Electronics,77,12000,924000,Yes,No,35,KZN
2022-05-16,Store_D,TV,Electronics,25,9000,225000,No,No,27,Gauteng
2022-05-16,Store_D,Tablet,Electronics,47,7000,329000,No,No,34,Gauteng
2022-05-16,Store_D,Headphones,Accessories,60,800,48000,No,No,30,KZN
2022-05-16,Store_D,Keyboard,Accessories,21,600,12600,No,No,19,Free State
2022-05-17,Store_A,Laptop,Electronics,72,15000,1080000,No,No,25,Western Cape
2022-05-17,Store_A,Phone,Electronics,12,12000,144000,No,No,29,Gauteng
2022-05-17,Store_A,TV,Electronics,71,9000,639000,Yes,Yes,34,Western Cape
2022-05-17,Store_A,Tablet,Electronics,78,7000,546000,Yes,No,27,KZN
2022-05-17,Store_A,Headphones,Accessories,43,800,34400,Yes,No,26,Gauteng
2022-05-17,Store_A,Keyboard,Accessories,81,600,48600,Yes,No,26,Free State
2022-05-17,Store_B,Laptop,Electronics,20,15000,300000,No,No,27,KZN
2022-05-17,Store_B,Phone,Electronics,56,12000,672000,No,No,26,KZN
2022-05-17,Store_B,TV,Electronics,69,9000,621000,No,No,31,Western Cape
2022-05-17,Store_B,Tablet,Electronics,47,7000,329000,Yes,No,32,Western Cape
2022-05-17,Store_B,Headphones,Accessories,100,800,80000,Yes,No,22,Western Cape
2022-05-17,Store_B,Keyboard,Accessories,24,600,14400,Yes,No,24,Gauteng
2022-05-17,Store_C,Laptop,Electronics,48,15000,720000,Yes,No,31,Free State
2022-05-17,Store_C,Phone,Electronics,37,12000,444000,No,No,26,KZN
2022-05-17,Store_C,TV,Electronics,42,9000,378000,Yes,No,23,Western Cape
2022-05-17,Store_C,Tablet,Electronics,22,7000,154000,No,No,27,KZN
2022-05-17,Store_C,Headphones,Accessories,69,800,55200,No,No,21,KZN
2022-05-17,Store_C,Keyboard,Accessories,64,600,38400,No,No,23,Gauteng
2022-05-17,Store_D,Laptop,Electronics,31,15000,465000,Yes,No,27,Free State
2022-05-17,Store_D,Phone,Electronics,76,12000,912000,No,No,23,Free State
2022-05-17,Store_D,TV,Electronics,32,9000,288000,No,No,20,KZN
2022-05-17,Store_D,Tablet,Electronics,43,7000,301000,No,No,26,Free State
2022-05-17,Store_D,Headphones,Accessories,27,800,21600,No,No,22,Gauteng
2022-05-17,Store_D,Keyboard,Accessories,63,600,37800,No,No,19,Free State
2022-05-18,Store_A,Laptop,Electronics,47,15000,705000,Yes,No,20,Gauteng
2022-05-18,Store_A,Phone,Electronics,70,12000,840000,Yes,No,18,Gauteng
2022-05-18,Store_A,TV,Electronics,59,9000,531000,Yes,No,27,Free State
2022-05-18,Store_A,Tablet,Electronics,33,7000,231000,Yes,No,35,Western Cape
2022-05-18,Store_A,Headphones,Accessories,54,800,43200,No,No,35,Gauteng
2022-05-18,Store_A,Keyboard,Accessories,50,600,30000,No,No,29,Western Cape
2022-05-18,Store_B,Laptop,Electronics,14,15000,210000,No,No,21,Gauteng
2022-05-18,Store_B,Phone,Electronics,59,12000,708000,No,No,33,Free State
2022-05-18,Store_B,TV,Electronics,22,9000,198000,No,No,23,Free State
2022-05-18,Store_B,Tablet,Electronics,54,7000,378000,No,No,22,Western Cape
2022-05-18,Store_B,Headphones,Accessories,93,800,74400,Yes,Yes,29,Gauteng
2022-05-18,Store_B,Keyboard,Accessories,51,600,30600,No,No,33,Free State
2022-05-18,Store_C,Laptop,Electronics,74,15000,1110000,Yes,No,32,Western Cape
2022-05-18,Store_C,Phone,Electronics,48,12000,576000,No,No,29,KZN
2022-05-18,Store_C,TV,Electronics,91,9000,819000,Yes,No,28,Gauteng
2022-05-18,Store_C,Tablet,Electronics,14,7000,98000,No,No,18,Gauteng
2022-05-18,Store_C,Headphones,Accessories,65,800,52000,No,No,25,Free State
2022-05-18,Store_C,Keyboard,Accessories,27,600,16200,No,No,33,Gauteng
2022-05-18,Store_D,Laptop,Electronics,19,15000,285000,No,No,26,Gauteng
2022-05-18,Store_D,Phone,Electronics,71,12000,852000,No,No,24,Western Cape
2022-05-18,Store_D,TV,Electronics,17,9000,153000,No,No,33,Free State
2022-05-18,Store_D,Tablet,Electronics,83,7000,581000,Yes,No,24,Free State
2022-05-18,Store_D,Headphones,Accessories,22,800,17600,No,No,26,Free State
2022-05-18,Store_D,Keyboard,Accessories,44,600,26400,No,No,19,Free State
2022-05-19,Store_A,Laptop,Electronics,99,15000,1485000,Yes,No,35,Western Cape
2022-05-19,Store_A,Phone,Electronics,63,12000,756000,No,No,19,Free State
2022-05-19,Store_A,TV,Electronics,82,9000,738000,Yes,No,18,Gauteng
2022-05-19,Store_A,Tablet,Electronics,48,7000,336000,Yes,No,22,Free State
2022-05-19,Store_A,Headphones,Accessories,79,800,63200,Yes,No,25,Free State
2022-05-19,Store_A,Keyboard,Accessories,70,600,42000,No,No,27,Gauteng
2022-05-19,Store_B,Laptop,Electronics,52,15000,780000,No,No,31,Western Cape
2022-05-19,Store_B,Phone,Electronics,56,12000,672000,No,No,31,Free State
2022-05-19,Store_B,TV,Electronics,45,9000,405000,No,No,25,Western Cape
2022-05-19,Store_B,Tablet,Electronics,19,7000,133000,No,No,30,Gauteng
2022-05-19,Store_B,Headphones,Accessories,73,800,58400,No,No,31,Gauteng
2022-05-19,Store_B,Keyboard,Accessories,24,600,14400,No,No,26,Free State
2022-05-19,Store_C,Laptop,Electronics,77,15000,1155000,Yes,No,21,Western Cape
2022-05-19,Store_C,Phone,Electronics,17,12000,204000,No,No,20,Free State
2022-05-19,Store_C,TV,Electronics,81,9000,729000,Yes,No,34,Gauteng
2022-05-19,Store_C,Tablet,Electronics,51,7000,357000,No,No,23,Western Cape
2022-05-19,Store_C,Headphones,Accessories,23,800,18400,No,No,22,Free State
2022-05-19,Store_C,Keyboard,Accessories,48,600,28800,Yes,No,18,KZN
2022-05-19,Store_D,Laptop,Electronics,39,15000,585000,No,No,21,Free State
2022-05-19,Store_D,Phone,Electronics,31,12000,372000,No,No,33,Free State
2022-05-19,Store_D,TV,Electronics,19,9000,171000,No,No,26,Western Cape
2022-05-19,Store_D,Tablet,Electronics,51,7000,357000,Yes,No,20,Free State
2022-05-19,Store_D,Headphones,Accessories,68,800,54400,No,No,34,KZN
2022-05-19,Store_D,Keyboard,Accessories,29,600,17400,No,No,23,Gauteng
2022-05-20,Store_A,Laptop,Electronics,61,15000,915000,Yes,No,33,KZN
2022-05-20,Store_A,Phone,Electronics,52,12000,624000,Yes,No,30,Western Cape
2022-05-20,Store_A,TV,Electronics,77,9000,693000,No,No,35,Gauteng
2022-05-20,Store_A,Tablet,Electronics,59,7000,413000,Yes,No,23,Free State
2022-05-20,Store_A,Headphones,Accessories,84,800,67200,Yes,No,21,KZN
2022-05-20,Store_A,Keyboard,Accessories,61,600,36600,Yes,No,27,Free State
2022-05-20,Store_B,Laptop,Electronics,90,15000,1350000,Yes,No,32,Western Cape
2022-05-20,Store_B,Phone,Electronics,56,12000,672000,No,No,30,Western Cape
2022-05-20,Store_B,TV,Electronics,75,9000,675000,No,Yes,28,Gauteng
2022-05-20,Store_B,Tablet,Electronics,93,7000,651000,Yes,No,18,Gauteng
2022-05-20,Store_B,Headphones,Accessories,92,800,73600,Yes,No,19,Western Cape
2022-05-20,Store_B,Keyboard,Accessories,106,600,63600,Yes,Yes,26,Gauteng
2022-05-20,Store_C,Laptop,Electronics,60,15000,900000,No,No,33,KZN
2022-05-20,Store_C,Phone,Electronics,34,12000,408000,Yes,No,22,Gauteng
2022-05-20,Store_C,TV,Electronics,15,9000,135000,No,No,31,Free State
2022-05-20,Store_C,Tablet,Electronics,71,7000,497000,No,No,25,Gauteng
2022-05-20,Store_C,Headphones,Accessories,25,800,20000,No,No,30,KZN
2022-05-20,Store_C,Keyboard,Accessories,28,600,16800,No,No,31,KZN
2022-05-20,Store_D,Laptop,Electronics,22,15000,330000,No,No,31,KZN
2022-05-20,Store_D,Phone,Electronics,38,12000,456000,No,No,31,Western Cape
2022-05-20,Store_D,TV,Electronics,31,9000,279000,Yes,No,26,Western Cape
2022-05-20,Store_D,Tablet,Electronics,37,7000,259000,No,No,25,Gauteng
2022-05-20,Store_D,Headphones,Accessories,89,800,71200,Yes,No,35,Western Cape
2022-05-20,Store_D,Keyboard,Accessories,85,600,51000,Yes,No,21,KZN
2022-05-21,Store_A,Laptop,Electronics,60,15000,900000,Yes,No,21,KZN
2022-05-21,Store_A,Phone,Electronics,39,12000,468000,Yes,No,23,KZN
2022-05-21,Store_A,TV,Electronics,99,9000,891000,Yes,No,30,Free State
2022-05-21,Store_A,Tablet,Electronics,57,7000,399000,No,Yes,18,Gauteng
2022-05-21,Store_A,Headphones,Accessories,70,800,56000,No,No,33,Western Cape
2022-05-21,Store_A,Keyboard,Accessories,34,600,20400,No,No,35,Gauteng
2022-05-21,Store_B,Laptop,Electronics,100,15000,1500000,Yes,No,31,KZN
2022-05-21,Store_B,Phone,Electronics,86,12000,1032000,Yes,No,35,Gauteng
2022-05-21,Store_B,TV,Electronics,75,9000,675000,No,No,30,Western Cape
2022-05-21,Store_B,Tablet,Electronics,47,7000,329000,Yes,No,22,Free State
2022-05-21,Store_B,Headphones,Accessories,56,800,44800,No,Yes,23,KZN
2022-05-21,Store_B,Keyboard,Accessories,46,600,27600,No,No,23,Gauteng
2022-05-21,Store_C,Laptop,Electronics,46,15000,690000,No,No,34,KZN
2022-05-21,Store_C,Phone,Electronics,68,12000,816000,No,No,23,KZN
2022-05-21,Store_C,TV,Electronics,44,9000,396000,Yes,No,27,Gauteng
2022-05-21,Store_C,Tablet,Electronics,39,7000,273000,No,No,24,Western Cape
2022-05-21,Store_C,Headphones,Accessories,89,800,71200,Yes,No,22,Free State
2022-05-21,Store_C,Keyboard,Accessories,73,600,43800,Yes,No,27,Free State
2022-05-21,Store_D,Laptop,Electronics,68,15000,1020000,No,No,31,KZN
2022-05-21,Store_D,Phone,Electronics,47,12000,564000,No,No,23,Western Cape
2022-05-21,Store_D,TV,Electronics,111,9000,999000,No,Yes,35,Gauteng
2022-05-21,Store_D,Tablet,Electronics,71,7000,497000,Yes,No,32,Free State
2022-05-21,Store_D,Headphones,Accessories,60,800,48000,No,No,19,Free State
2022-05-21,Store_D,Keyboard,Accessories,22,600,13200,No,No,19,Western Cape
2022-05-22,Store_A,Laptop,Electronics,86,15000,1290000,No,No,28,Free State
2022-05-22,Store_A,Phone,Electronics,72,12000,864000,No,No,33,Gauteng
2022-05-22,Store_A,TV,Electronics,22,9000,198000,No,No,27,Gauteng
